Index_Sinistre;Annee;Age_assure;Sexe_assure;Ind_fumeur;Emploi_assure;Statut_marital;Nbre_enfants;Exp_cond;km_annuel;Ind_util_travail;Ind_util_affaires;Score_credit;Region;Age_police;Ind_occas;Ind_vehicule_sport;Valeur_vehicule;Age_vehicule;Couleur_vehicule;Ind_vehicule_loue;Nbre_infract;Temps_sn_sin;Nbre_sinistres;Montant_paye
209;2004;26;F;Non;ASS;F;1;10;14500;Oui;Non;665;GA;2;Oui;Non;19000;1;R;Oui;0;3;1;2751
210;2004;68;F;Non;RTR;F;1;52;24100;Non;Non;577;ML;33;Oui;Non;39000;0;G;Non;0;6;1;2714
211;2004;23;F;Non;ETU;F;3;6;35300;Oui;Non;791;GA;5;Non;Non;32000;9;R;Non;0;0;1;2953
212;2004;45;H;Non;MAN;A;0;29;37200;Non;Non;723;SA;26;Non;Oui;53000;2;R;Non;0;6;1;3924
213;2004;31;H;Oui;GOU;F;0;15;11800;Non;Non;849;SA;9;Non;Non;18000;0;B;Oui;0;6;1;1125
214;2004;22;F;Oui;ETU;F;0;5;30300;Oui;Non;777;MA;4;Non;Oui;59000;2;G;Oui;0;3;1;5866
215;2004;86;H;Oui;RTR;M;1;70;47600;Non;Non;731;ML;38;Non;Non;28000;10;A;Non;0;2;1;985
216;2004;20;H;Non;ETU;A;0;4;8900;Oui;Non;835;ES;2;Non;Non;33000;10;R;Non;0;6;1;2377
217;2004;89;H;Non;RTR;D;1;73;2700;Non;Non;674;ML;47;Oui;Oui;49000;0;R;Oui;0;1;1;3713
218;2004;74;F;Non;RTR;M;0;58;24800;Non;Non;518;ES;46;Oui;Non;20000;0;N;Non;0;6;1;1200
219;2004;32;H;Oui;MAN;A;1;16;23400;Oui;Non;863;ES;10;Non;Non;17000;2;A;Non;0;6;1;673
220;2004;17;H;Non;SNS;F;0;1;30100;Non;Non;548;SA;0;Oui;Non;18000;6;R;Non;1;5;1;2674
221;2004;37;F;Oui;PRO;F;2;21;16200;Non;Oui;515;GA;16;Oui;Non;45000;0;N;Non;0;6;1;13137
222;2004;75;F;Non;RTR;A;0;58;15500;Non;Non;615;SA;37;Non;Non;30000;2;R;Non;0;6;1;2598
223;2004;21;F;Non;ETU;A;0;5;27500;Oui;Non;670;ES;4;Non;Non;29000;11;N;Non;1;6;1;2911
224;2004;57;F;Oui;MAN;F;0;41;13700;Oui;Non;665;GA;32;Oui;Non;15000;9;N;Non;0;6;1;1428
225;2004;50;F;Oui;AUT;M;1;34;2500;Non;Non;663;QC;20;Oui;Non;40000;0;R;Oui;0;6;1;4689
226;2004;35;F;Oui;MED;M;0;19;38100;Oui;Non;774;ML;13;Non;Non;44000;5;B;Non;0;6;1;1754
227;2004;21;F;Oui;SNS;M;1;1;15200;Non;Non;797;ES;0;Non;Non;34000;12;R;Non;0;6;1;2526
228;2004;64;H;Oui;PRO;F;0;48;16600;Non;Non;768;GA;33;Oui;Non;25000;10;A;Non;0;6;1;1337
229;2004;16;H;Non;ETU;A;1;0;8500;Oui;Non;659;SA;0;Non;Non;22000;11;G;Non;0;3;1;2972
230;2004;25;F;Non;ASS;D;0;9;45800;Non;Non;532;OU;7;Oui;Non;10000;9;R;Non;0;6;1;1444
231;2004;53;H;Non;MED;A;0;34;2500;Non;Non;515;ES;25;Non;Oui;37000;2;B;Non;0;6;1;3760
232;2004;41;H;Non;GOU;A;1;25;38100;Oui;Non;750;GA;17;Non;Oui;49000;2;R;Non;0;6;1;3583
233;2004;32;F;Oui;MAN;F;2;16;24900;Oui;Non;588;QC;13;Non;Non;19000;5;A;Non;0;1;1;2020
234;2004;24;H;Non;ETU;M;0;8;8200;Non;Non;750;SA;5;Oui;Non;38000;12;G;Non;0;6;1;2936
235;2004;41;F;Non;AUT;M;1;25;16100;Oui;Non;658;SA;12;Oui;Non;32000;2;A;Non;0;4;1;3055
236;2004;24;H;Non;ETU;A;0;8;29500;Oui;Non;609;OU;5;Non;Non;39000;7;R;Non;0;3;1;3433
237;2004;85;F;Non;RTR;M;1;69;22400;Non;Non;605;GA;41;Oui;Non;31000;3;A;Non;0;6;1;1782
238;2004;58;H;Oui;RTR;F;2;42;29100;Non;Non;619;SA;23;Oui;Non;27000;6;N;Non;1;6;1;1951
239;2004;46;F;Non;PRO;A;1;30;11500;Oui;Oui;533;QC;16;Oui;Non;45000;2;G;Oui;0;4;1;13064
240;2004;16;H;Non;ETU;F;1;0;8100;Oui;Non;559;SA;0;Non;Non;20000;10;B;Non;0;6;1;2898
241;2004;38;F;Oui;GOU;A;1;22;25300;Oui;Non;653;ML;15;Non;Non;47000;2;R;Non;0;1;1;3675
242;2004;67;F;Oui;RTR;F;1;51;16900;Non;Non;582;MA;51;Non;Non;45000;0;B;Oui;0;6;1;3882
243;2004;46;F;Non;AUT;D;1;30;27400;Non;Non;602;ML;15;Oui;Non;10000;5;B;Oui;0;6;1;1053
244;2004;44;H;Oui;AUT;A;1;28;37800;Non;Oui;383;ES;18;Oui;Non;27000;12;B;Non;0;6;1;3769
245;2004;25;H;Non;ASS;F;0;9;26600;Oui;Oui;568;GA;4;Non;Non;25000;2;R;Oui;0;6;1;5394
246;2004;21;H;Oui;ETU;A;0;5;10300;Non;Non;550;SA;3;Non;Non;33000;12;B;Non;0;5;1;3488
247;2004;75;H;Non;RTR;F;1;52;19700;Non;Non;707;SA;26;Oui;Non;10000;5;G;Oui;0;0;1;1065
248;2004;86;H;Non;RTR;A;0;70;30600;Non;Non;674;MA;31;Non;Oui;49000;2;N;Non;1;6;1;4329
249;2004;36;H;Non;PRO;A;1;19;17400;Oui;Non;555;GA;11;Non;Non;26000;1;N;Oui;0;6;1;2786
250;2004;50;H;Non;RTR;A;2;34;56200;Non;Non;587;GA;18;Oui;Oui;57000;2;G;Oui;0;6;1;7449
251;2004;47;H;Non;PRO;F;0;31;46200;Oui;Non;437;GA;18;Oui;Non;25000;1;B;Non;1;6;1;2105
252;2004;16;H;Non;ETU;F;0;0;9600;Oui;Non;554;ML;0;Oui;Non;13000;12;R;Non;1;6;1;1530
253;2004;38;H;Oui;PRO;F;0;22;32000;Oui;Non;642;ES;16;Oui;Non;10000;6;G;Non;1;6;1;1169
254;2004;56;H;Non;GOU;M;1;37;16500;Oui;Non;570;MA;24;Oui;Non;15000;1;A;Oui;0;1;1;1723
255;2004;37;H;Oui;SNS;A;2;21;15400;Non;Non;599;SA;10;Non;Non;17000;10;N;Non;0;6;1;1114
256;2004;45;F;Non;GOU;M;0;29;8900;Oui;Non;688;ML;15;Non;Non;26000;2;A;Oui;0;6;1;1756
257;2004;30;H;Non;GOU;F;0;14;15500;Oui;Non;649;SA;9;Oui;Non;21000;8;R;Non;0;6;1;1508
258;2004;65;H;Non;RTR;F;0;44;45100;Non;Non;497;GA;33;Oui;Non;33000;7;R;Non;0;6;1;2463
259;2004;38;H;Non;MED;F;0;19;11300;Oui;Non;712;ML;13;Non;Non;44000;0;A;Oui;0;6;1;2167
260;2004;35;F;Oui;MAN;F;2;19;18100;Non;Non;621;ES;14;Oui;Non;16000;2;R;Oui;0;6;1;2340
261;2004;23;F;Non;ETU;A;0;2;28900;Oui;Non;799;SA;1;Non;Non;15000;5;R;Oui;0;6;1;1460
262;2004;55;H;Oui;GOU;M;2;39;23800;Oui;Non;545;GA;15;Non;Non;21000;1;A;Oui;0;6;1;2206
263;2004;41;H;Oui;PRO;M;0;25;43400;Oui;Non;696;ES;17;Oui;Non;19000;2;G;Non;0;6;1;1066
264;2004;16;H;Non;ETU;M;0;0;10500;Oui;Non;703;SA;0;Oui;Non;29000;10;R;Non;0;2;1;3614
265;2004;38;F;Non;SNS;F;1;22;35600;Non;Non;428;GA;13;Oui;Non;36000;10;A;Non;0;6;1;4335
266;2004;31;F;Oui;AUT;F;1;9;37200;Non;Non;755;QC;6;Oui;Oui;47000;0;R;Non;0;6;1;5717
267;2004;39;F;Non;AUT;A;2;23;36500;Oui;Non;944;SA;20;Non;Non;26000;5;N;Non;0;3;1;1700
268;2004;21;H;Oui;ETU;M;0;5;32000;Non;Non;455;MA;2;Oui;Non;17000;5;R;Oui;1;5;1;2592
269;2004;30;H;Non;GOU;M;1;14;35500;Non;Non;599;OU;7;Non;Non;20000;3;B;Non;0;6;1;1348
270;2004;35;H;Non;PRO;F;1;19;27500;Oui;Non;613;MA;14;Oui;Non;22000;3;N;Oui;0;6;1;2212
271;2004;89;F;Oui;RTR;F;1;73;38000;Non;Non;603;SA;36;Non;Non;44000;1;B;Non;0;4;1;2278
272;2004;45;H;Non;ASS;A;3;23;24300;Oui;Oui;943;GA;14;Oui;Non;19000;1;R;Non;0;6;1;1828
273;2004;17;H;Oui;ETU;A;0;0;10300;Oui;Non;704;GA;0;Non;Non;24000;12;B;Non;0;6;1;2249
274;2004;30;H;Oui;PRO;M;0;14;31000;Oui;Non;638;ML;11;Oui;Non;26000;2;R;Non;0;2;1;1237
275;2004;33;F;Oui;ASS;F;1;17;46900;Non;Oui;600;ES;12;Oui;Non;33000;2;B;Oui;0;6;1;7089
276;2004;42;F;Oui;MAN;M;0;26;8300;Oui;Non;614;MA;15;Oui;Non;25000;0;R;Oui;0;6;1;2834
277;2004;17;F;Oui;ETU;A;2;1;31300;Oui;Non;145;QC;0;Non;Non;26000;1;A;Oui;0;1;1;7206
278;2004;37;H;Oui;MAN;F;1;21;28100;Non;Non;593;ML;12;Oui;Non;32000;2;R;Oui;1;1;1;2420
279;2004;35;H;Non;GOU;F;0;18;11700;Oui;Non;727;ML;12;Oui;Non;31000;2;A;Oui;0;5;1;1742
280;2004;25;F;Non;GOU;M;2;9;42600;Oui;Non;640;SA;6;Oui;Non;29000;2;R;Oui;0;1;1;3952
281;2004;18;H;Non;ETU;A;0;2;8600;Non;Non;734;MA;1;Non;Non;20000;11;R;Non;0;6;1;1939
282;2004;46;F;Non;SNS;F;2;29;15700;Non;Non;764;GA;18;Oui;Non;16000;10;G;Non;0;6;1;1427
283;2004;83;F;Oui;RTR;F;0;66;41400;Non;Non;577;SA;36;Oui;Non;27000;1;N;Oui;0;6;1;1890
284;2004;21;H;Non;ETU;F;1;5;25200;Oui;Non;421;GA;4;Non;Non;25000;5;G;Oui;0;6;1;4435
285;2004;45;H;Oui;PRO;A;2;29;18400;Oui;Non;589;ML;23;Oui;Non;33000;6;N;Non;0;1;1;1827
286;2004;32;H;Non;GOU;M;1;14;28300;Oui;Non;636;ES;7;Oui;Non;27000;9;B;Non;0;6;1;1390
287;2004;32;F;Non;AUT;F;1;16;56200;Non;Non;588;ML;10;Oui;Non;12000;1;B;Non;0;6;1;1334
288;2004;16;H;Oui;SNS;F;0;0;12100;Non;Non;478;SA;0;Oui;Non;49000;11;B;Non;1;6;1;8223
289;2004;55;F;Oui;RTR;A;1;35;22400;Non;Non;600;ML;22;Oui;Non;40000;3;A;Non;0;6;1;2306
290;2004;43;F;Non;MAN;A;0;27;26800;Oui;Non;637;SA;17;Non;Non;21000;11;A;Non;0;3;1;1682
291;2004;32;F;Non;PRO;F;0;15;17200;Oui;Non;490;ML;6;Oui;Non;23000;1;B;Non;0;1;1;2513
292;2004;32;H;Non;GOU;M;2;16;30200;Oui;Non;561;ES;13;Non;Non;31000;0;N;Non;0;6;1;2433
293;2004;36;F;Oui;PRO;M;1;20;7300;Oui;Non;610;ES;17;Oui;Non;29000;3;B;Non;0;6;1;3024
294;2004;26;H;Non;PRO;F;2;10;6000;Oui;Oui;634;GA;7;Non;Non;17000;5;R;Non;0;5;1;2867
295;2004;71;H;Oui;RTR;F;1;55;6300;Non;Non;867;MA;38;Oui;Non;18000;0;N;Oui;1;1;1;1125
296;2004;48;H;Oui;PRO;F;0;32;31000;Oui;Non;604;ES;25;Oui;Non;26000;2;B;Oui;0;3;1;2490
297;2004;36;H;Non;ETU;A;3;19;31700;Oui;Non;492;GA;8;Non;Non;17000;12;A;Non;0;6;1;1243
298;2004;23;H;Non;ETU;A;0;7;13100;Oui;Non;692;GA;7;Non;Non;21000;10;R;Non;0;1;1;1810
299;2004;28;F;Oui;PRO;F;0;12;20900;Non;Oui;483;ML;9;Oui;Non;23000;3;N;Oui;1;6;1;5095
300;2004;16;F;Non;ETU;A;0;0;35500;Oui;Non;517;ML;0;Non;Non;29000;12;B;Non;0;1;1;2563
301;2004;17;H;Oui;ETU;F;0;0;5500;Oui;Non;677;ES;0;Oui;Non;23000;11;R;Non;1;6;1;2391
302;2004;49;H;Oui;GOU;M;1;29;40200;Non;Non;648;QC;17;Oui;Non;24000;1;N;Non;0;6;1;1845
303;2004;33;H;Oui;GOU;F;1;17;41700;Oui;Non;523;ES;9;Oui;Non;21000;2;R;Oui;0;6;1;2123
304;2004;31;F;Non;AUT;F;1;14;12400;Non;Oui;546;SA;9;Oui;Non;21000;0;G;Non;0;6;1;5547
305;2004;51;H;Oui;RTR;F;1;35;15300;Non;Non;664;QC;21;Oui;Non;21000;0;N;Non;0;6;1;1727
306;2004;18;F;Non;ETU;F;0;2;7800;Non;Non;622;GA;1;Oui;Non;38000;11;R;Non;0;6;1;3855
307;2004;35;F;Oui;GOU;A;3;19;19000;Non;Non;796;ML;12;Non;Non;27000;3;A;Non;0;6;1;1389
308;2004;57;H;Non;PRO;M;1;41;23300;Non;Oui;787;ML;30;Oui;Non;21000;5;R;Non;0;6;1;1781
309;2004;16;H;Non;ETU;A;0;0;9300;Oui;Non;717;ES;0;Non;Non;18000;11;B;Non;0;6;1;1522
310;2004;38;F;Oui;PRO;D;2;22;34700;Oui;Oui;614;SA;14;Oui;Non;16000;0;G;Oui;0;6;1;5481
311;2004;30;H;Non;ASS;F;1;14;15800;Oui;Non;759;QC;9;Oui;Oui;56000;0;B;Oui;0;6;1;5158
312;2004;21;F;Non;AUT;F;0;4;31200;Oui;Non;750;ES;3;Oui;Non;21000;1;B;Oui;0;6;1;2668
313;2004;22;F;Non;SNS;M;0;0;12900;Non;Non;636;MA;0;Oui;Non;24000;10;R;Non;0;6;1;2104
314;2004;32;F;Non;PRO;M;3;15;7500;Oui;Non;574;GA;9;Oui;Non;24000;2;N;Oui;0;6;1;4098
315;2004;34;F;Oui;ASS;D;1;18;27000;Oui;Non;525;QC;13;Non;Non;35000;3;A;Oui;0;0;1;5265
316;2004;88;H;Oui;RTR;F;1;72;35200;Non;Non;651;SA;57;Oui;Non;12000;2;B;Non;0;4;1;1090
317;2004;83;F;Non;RTR;F;1;66;13600;Non;Non;540;GA;36;Non;Non;32000;8;R;Non;0;6;1;1645
318;2004;19;F;Non;ETU;F;0;3;31500;Oui;Non;632;OU;1;Oui;Non;30000;5;R;Oui;0;1;1;4024
319;2004;23;H;Non;ETU;A;0;7;10300;Non;Non;715;ML;5;Non;Non;22000;10;R;Non;0;6;1;1129
320;2004;25;H;Non;SNS;M;0;9;18500;Non;Non;643;GA;5;Oui;Non;10000;10;N;Non;0;6;1;1230
321;2004;25;H;Non;AUT;A;2;9;28900;Oui;Non;557;ML;5;Non;Non;45000;1;R;Oui;0;6;1;4774
322;2004;21;H;Non;ETU;A;0;5;10200;Non;Non;464;GA;3;Non;Non;34000;11;R;Non;0;6;1;4289
323;2004;44;H;Oui;ETU;F;1;23;8300;Non;Non;631;QC;12;Oui;Non;35000;11;B;Non;0;6;1;2448
324;2004;35;H;Oui;AUT;F;0;19;42300;Oui;Oui;795;GA;10;Oui;Non;12000;9;A;Non;0;6;1;1364
325;2004;64;H;Non;SNS;M;1;48;28500;Non;Non;691;ES;31;Oui;Non;22000;9;R;Non;0;6;1;1114
326;2004;70;F;Oui;RTR;F;0;54;24800;Non;Non;809;MA;40;Non;Non;29000;4;R;Non;0;6;1;1303
327;2004;51;H;Non;AUT;F;1;35;36800;Non;Non;516;ES;21;Non;Non;18000;3;G;Oui;0;6;1;1574
328;2004;79;H;Non;RTR;A;2;63;21600;Non;Non;279;ML;40;Oui;Non;27000;2;G;Non;0;6;1;2170
329;2004;20;H;Non;ETU;A;1;3;8000;Non;Non;536;QC;1;Non;Oui;54000;0;G;Oui;0;6;1;10536
330;2004;33;H;Non;SNS;F;1;17;30300;Non;Non;561;GA;9;Oui;Non;12000;9;R;Non;0;1;1;1027
331;2004;22;F;Oui;ETU;A;0;6;9300;Oui;Non;595;SA;4;Non;Non;39000;11;N;Non;0;6;1;4508
332;2004;50;H;Oui;ASS;F;1;29;51100;Oui;Oui;778;MA;21;Oui;Non;18000;10;G;Non;0;6;1;2308
333;2004;47;F;Non;GOU;A;1;31;5900;Oui;Non;685;ES;15;Non;Non;35000;2;N;Oui;1;6;1;3649
334;2004;26;F;Non;GOU;F;0;9;33400;Oui;Non;586;OU;4;Oui;Non;10000;9;R;Non;0;6;1;1504
335;2004;34;F;Oui;GOU;F;1;16;34200;Oui;Non;549;GA;13;Oui;Oui;49000;0;A;Non;0;6;1;8673
336;2004;47;F;Non;GOU;M;3;31;10100;Oui;Non;663;GA;26;Oui;Non;26000;0;N;Oui;0;6;1;3603
337;2004;25;F;Non;ASS;F;1;9;21700;Oui;Non;642;QC;6;Oui;Non;23000;5;A;Oui;0;6;1;3444
338;2004;26;H;Oui;MED;F;1;10;10600;Oui;Non;881;GA;4;Non;Non;25000;6;G;Non;0;6;1;1393
339;2004;30;H;Non;ETU;M;1;14;34300;Oui;Non;693;ES;5;Non;Non;29000;10;R;Non;1;6;1;1410
340;2004;41;F;Non;GOU;A;1;20;41200;Oui;Non;553;MA;16;Non;Non;12000;1;N;Oui;0;6;1;2320
341;2004;23;F;Non;ETU;A;0;3;31300;Non;Non;706;ES;3;Non;Non;28000;3;B;Oui;0;6;1;2362
342;2004;72;H;Oui;RTR;F;1;53;18000;Non;Non;540;GA;37;Non;Non;33000;6;A;Non;0;6;1;2282
343;2004;47;H;Oui;GOU;F;2;30;14300;Oui;Non;833;GA;13;Oui;Non;23000;3;R;Oui;0;6;1;2084
344;2004;76;H;Non;RTR;A;1;55;38200;Non;Non;588;GA;27;Non;Oui;40000;2;R;Non;0;6;1;3581
345;2004;19;F;Non;ETU;A;0;3;31000;Oui;Non;720;MA;2;Non;Non;13000;8;R;Non;0;6;1;1379
346;2004;23;H;Non;ETU;F;2;7;9200;Oui;Non;742;MA;4;Oui;Non;21000;11;G;Non;0;1;1;1731
347;2004;36;F;Oui;ASS;M;0;20;13100;Non;Oui;580;GA;16;Non;Non;21000;2;B;Non;0;6;1;3441
348;2004;66;F;Non;RTR;F;4;50;9500;Non;Non;613;SA;30;Oui;Non;29000;3;A;Oui;0;6;1;3098
349;2004;77;H;Oui;RTR;M;3;60;10200;Non;Non;668;SA;45;Non;Non;41000;4;R;Oui;0;6;1;3139
350;2004;33;H;Oui;SNS;M;0;17;21300;Non;Non;415;MA;14;Non;Non;32000;11;A;Non;0;6;1;2325
351;2004;26;H;Non;GOU;F;1;10;22800;Oui;Non;738;ES;4;Oui;Non;16000;1;G;Oui;0;6;1;1812
352;2004;39;F;Oui;MED;M;2;23;30000;Non;Non;589;MA;16;Oui;Non;16000;4;R;Oui;0;6;1;1927
353;2004;77;H;Non;RTR;F;0;61;11300;Non;Non;881;ES;45;Non;Non;28000;2;B;Oui;0;0;1;1350
354;2004;41;H;Non;ASS;M;0;25;35200;Non;Non;435;ML;15;Oui;Non;37000;7;A;Non;0;6;1;1759
355;2004;36;F;Non;MAN;A;1;20;30200;Oui;Non;710;MA;13;Non;Non;25000;2;G;Oui;0;6;1;3441
356;2004;29;H;Oui;ASS;F;0;13;39500;Oui;Oui;562;ML;7;Oui;Non;33000;2;A;Non;0;2;1;4589
357;2004;55;F;Non;GOU;F;1;39;14700;Oui;Non;599;ML;27;Oui;Non;27000;2;R;Oui;0;4;1;2361
358;2004;41;H;Oui;ASS;A;1;24;18300;Non;Oui;700;MA;15;Non;Non;17000;2;A;Oui;0;6;1;2247
359;2004;52;F;Oui;MED;F;0;33;44200;Oui;Non;671;MA;23;Oui;Non;21000;2;N;Oui;0;6;1;2048
360;2004;67;F;Oui;RTR;M;2;47;37300;Non;Non;595;ML;21;Oui;Non;37000;8;N;Non;0;6;1;1995
361;2004;16;H;Non;SNS;D;0;0;30400;Non;Non;481;GA;0;Oui;Non;15000;10;R;Non;1;6;1;2634
362;2004;84;H;Oui;RTR;F;2;63;23400;Non;Non;535;GA;50;Oui;Non;22000;0;A;Non;0;6;1;1491
363;2004;34;F;Oui;ASS;M;0;18;10900;Non;Non;673;SA;11;Non;Non;27000;2;R;Oui;1;6;1;2658
364;2004;33;H;Non;GOU;F;0;17;22900;Oui;Non;583;ES;7;Oui;Non;10000;3;A;Oui;0;1;1;1270
365;2004;60;F;Oui;PRO;F;2;44;2100;Non;Non;567;ML;30;Oui;Non;26000;2;N;Oui;0;6;1;2028
366;2004;65;F;Non;RTR;F;1;49;13300;Non;Non;973;GA;39;Oui;Non;23000;4;A;Oui;0;6;1;1174
367;2004;72;H;Oui;RTR;M;2;56;34700;Non;Non;602;ML;44;Oui;Oui;42000;2;N;Non;0;6;1;2662
368;2004;21;H;Oui;ETU;D;0;0;11300;Oui;Non;706;ES;0;Non;Non;10000;8;A;Non;0;0;1;1135
369;2004;32;H;Non;MAN;F;1;15;27400;Oui;Non;653;ML;6;Oui;Non;27000;1;B;Non;0;6;1;1654
370;2004;22;H;Non;SNS;D;0;6;9500;Non;Non;509;GA;4;Oui;Non;22000;4;A;Oui;0;6;1;3532
371;2004;41;F;Non;MED;F;2;24;32800;Non;Non;610;SA;19;Oui;Non;19000;2;A;Oui;0;6;1;3073
372;2004;40;H;Oui;GOU;M;2;24;15400;Oui;Non;730;SA;14;Oui;Non;15000;4;A;Non;0;6;1;1017
373;2004;43;H;Oui;ASS;F;2;23;30300;Oui;Oui;761;OU;17;Non;Non;41000;3;G;Non;0;6;1;4785
374;2004;44;H;Oui;ASS;D;1;28;25300;Oui;Non;647;MA;22;Non;Non;10000;7;R;Non;0;6;1;874
375;2004;25;H;Non;PRO;F;1;9;17300;Oui;Oui;578;ML;6;Oui;Non;29000;2;R;Oui;0;1;1;5338
376;2004;56;F;Non;GOU;A;1;40;27200;Non;Non;599;QC;26;Oui;Oui;48000;1;R;Oui;0;6;1;6708
377;2004;32;F;Oui;PRO;M;1;16;29800;Non;Oui;641;SA;10;Non;Non;42000;3;G;Oui;0;0;1;7821
378;2004;76;F;Oui;RTR;M;2;57;49100;Non;Non;483;SA;34;Oui;Oui;44000;2;G;Oui;0;0;1;6106
379;2004;30;H;Oui;GOU;A;0;14;16000;Non;Non;776;GA;10;Non;Non;37000;0;R;Non;0;6;1;2421
380;2004;75;H;Non;RTR;A;1;59;47400;Non;Non;578;GA;41;Oui;Oui;45000;2;G;Non;0;6;1;4273
381;2004;42;H;Oui;SNS;D;1;26;27400;Non;Non;575;SA;14;Oui;Non;39000;12;A;Non;0;6;1;2765
382;2004;26;H;Non;GOU;F;0;10;7300;Oui;Non;547;ML;5;Oui;Non;24000;2;A;Oui;0;6;1;2964
383;2004;25;H;Non;PRO;M;0;9;31400;Oui;Non;590;ML;5;Oui;Non;21000;1;A;Oui;0;5;1;2127
384;2004;86;F;Non;RTR;F;1;70;31200;Non;Non;846;SA;59;Oui;Non;14000;7;A;Non;0;6;1;490
385;2004;33;H;Non;MED;F;0;16;24100;Oui;Non;581;MA;11;Non;Non;36000;3;G;Non;0;6;1;2733
386;2004;21;H;Oui;ETU;A;0;3;30400;Non;Non;385;ML;1;Non;Oui;64000;2;A;Oui;0;4;1;9790
387;2004;76;F;Non;RTR;M;2;60;12900;Non;Non;958;ML;39;Oui;Non;44000;10;B;Non;1;6;1;995
388;2004;75;H;Non;RTR;M;0;59;12700;Non;Non;805;ES;41;Oui;Non;16000;4;G;Oui;0;4;1;1092
389;2004;50;F;Oui;PRO;M;1;33;28300;Oui;Oui;753;QC;24;Oui;Non;13000;3;R;Non;0;6;1;2046
390;2004;30;H;Oui;MED;A;0;14;43100;Oui;Non;624;GA;7;Non;Non;27000;7;N;Non;0;6;1;1797
391;2004;31;H;Non;MED;A;2;15;11000;Oui;Non;782;GA;12;Non;Non;11000;6;G;Non;1;5;1;829
392;2004;36;H;Oui;MAN;M;1;20;38000;Non;Non;512;ES;11;Oui;Non;37000;0;N;Oui;0;6;1;3989
393;2004;61;F;Oui;PRO;F;2;44;34600;Oui;Oui;661;SA;30;Oui;Non;25000;1;A;Non;0;5;1;4908
394;2004;19;H;Non;SNS;A;2;3;39500;Non;Non;690;ML;2;Non;Non;34000;7;G;Non;1;6;1;2741
395;2004;56;F;Oui;RTR;M;1;40;27800;Non;Non;671;GA;24;Oui;Non;16000;1;B;Non;0;6;1;1324
396;2004;45;H;Non;ETU;A;1;29;8800;Oui;Non;996;ES;18;Oui;Non;25000;11;G;Non;0;2;1;824
397;2004;74;H;Oui;RTR;M;1;58;17100;Non;Non;601;ES;37;Non;Non;19000;4;B;Non;0;6;1;1011
398;2004;38;F;Non;MED;M;1;21;44400;Oui;Non;499;OU;18;Non;Non;19000;12;R;Non;0;6;1;1682
399;2004;66;F;Non;RTR;M;0;50;26000;Non;Non;625;GA;35;Oui;Non;10000;3;N;Non;0;3;1;918
400;2004;17;F;Non;ETU;A;0;0;9500;Oui;Non;710;ES;0;Non;Non;33000;8;G;Non;0;6;1;2544
401;2004;35;F;Non;MED;A;1;19;31700;Oui;Non;676;QC;9;Non;Non;24000;3;B;Non;0;6;1;2722
402;2004;21;F;Non;ETU;F;0;0;11800;Non;Non;527;SA;0;Oui;Non;26000;12;R;Non;0;6;1;2678
403;2004;72;F;Non;RTR;D;2;55;30700;Non;Non;692;OU;38;Oui;Oui;34000;1;G;Non;0;6;1;3547
404;2004;19;F;Non;ETU;F;0;3;34000;Oui;Non;723;GA;2;Non;Oui;63000;2;R;Non;0;6;1;6171
405;2004;25;F;Non;MED;A;0;9;27800;Oui;Non;430;MA;8;Non;Non;26000;3;R;Oui;0;6;1;4616
406;2004;24;H;Non;ETU;A;0;3;27300;Non;Non;432;MA;2;Non;Non;17000;7;R;Non;0;6;1;1887
407;2004;39;H;Oui;PRO;A;1;23;32300;Oui;Non;692;ML;12;Non;Non;20000;3;G;Oui;0;6;1;1294
408;2004;41;F;Non;ETU;M;1;25;9100;Oui;Non;761;QC;12;Oui;Non;12000;12;B;Non;0;6;1;1135
409;2004;79;F;Non;RTR;M;2;61;39900;Non;Non;672;GA;54;Oui;Non;26000;8;B;Non;0;6;1;1138
410;2004;54;H;Non;RTR;F;1;38;16400;Non;Non;667;ES;9;Oui;Non;22000;8;A;Non;0;6;1;1222
411;2004;69;H;Non;RTR;A;2;53;29700;Non;Non;497;SA;50;Oui;Oui;42000;2;R;Oui;0;6;1;7395
412;2004;30;H;Oui;MED;F;0;14;28000;Oui;Non;688;ML;5;Non;Non;27000;2;N;Oui;1;6;1;1744
413;2004;27;H;Oui;ETU;D;1;11;30300;Oui;Non;778;QC;6;Oui;Non;34000;11;R;Non;0;6;1;1946
414;2004;30;H;Non;MED;M;2;14;47200;Non;Non;684;ES;6;Oui;Non;27000;3;N;Non;0;6;1;1740
415;2004;40;H;Oui;MED;A;1;17;52500;Non;Non;909;ML;13;Non;Non;17000;3;G;Oui;0;0;1;677
416;2004;41;H;Non;ASS;A;0;25;11300;Oui;Non;803;GA;25;Non;Non;33000;3;A;Oui;0;6;1;2231
417;2004;59;F;Non;RTR;F;0;42;14600;Non;Non;603;MA;37;Oui;Non;12000;3;B;Oui;0;6;1;1376
418;2004;23;F;Non;ETU;F;0;7;12200;Non;Non;834;GA;5;Oui;Non;13000;8;G;Non;0;6;1;1133
419;2004;56;H;Non;PRO;F;1;40;39800;Non;Non;590;MA;16;Oui;Non;30000;1;B;Oui;0;6;1;3001
420;2004;45;F;Oui;ASS;A;0;29;19500;Oui;Oui;758;MA;18;Non;Non;32000;2;N;Oui;0;6;1;4981
